,text,class
549,"@Sota_de_Picas no se cual de los dos estaba más cansado. Y hasta aquí puedo leer...  #modoMayraGomezKempON
","N
"
550,"@mjibugcdttu lo mismo digo!!! Luego cuentas a ver que tal la experiencia🤗 { nunca he visto foto de tu perro  }
","N
"
551,"@ijustcangetenof Si lo pusiera Puigdemont, Rajoy, Rufian, etc lo RT igual eh  #opinión of course! Pero hay que visivilizar el asunto 
","N
"
552,"@NoeMarsal15 cada vez que me llaman Belén muere un hada 
","N
"
553,"Buenos días, el televisor se te averío, no hay problema, estamos en Getafe, consultanos en el 916950781.   https://t.co/vjtaFfWZwr
","N
"
554,"Google se ha enterado de que estoy embarazada y se ha liado parda, toca cerrar gmail sino no hay quien curre 
","N
"
555,"@RokyBM no nos quedan , pero estan pendientes de que nos entren¡ 
","NONE
"
556,"@Chacorta32 Te escribimos mensaje privado para hablar mediante esa vía. Igualmente no disponemos de cantera para TH7, mínimo TH8. 
","P
"
557,"@manumateos @Naruedyoh Conmigo no los tiene abiertos porque me bloqueó 
","NONE
"
558,"El tío que está delante mía en el ambulatorio lleva una camiseta chulisima de Dark Souls 
","NONE
"
559,"¡Buenos días y #FelizViernes ¡ Ya queda poco por disfrutar el fin de semana en #famila! #Viernes #menorca 
","P
"
560,"@falcaide @mariajosebayo GRACIAS por compartir Paco. Por cierto, tengo una proposición para ti 
","P
"
561,"@martarile_ 1) Es muy sencillo convencer a alguien para ir a ver algo tan bonito. 2) No estarías sola. Estamos tod@s nosotr@s. 
","NEU
"
562,"@UnaNeliaa neliásticos días, casi vecinos a 800 años luz?? Aún viajando a la vel de la luz se tardan 800 años lol está difícil para ir 
","N
"
563,"@Mar_galvan @tenerife @CanariasWine Buen viaje Mar! Trabajar y disfrutar a la vez! 
","P
"
564,"@KikoMilanoES ojalá un #kikochipiona y no tener que irte de tu ciudad para encontrar cositas guays 
","N
"
565,"@devegape gracias, preciosa!! #FF para ti por tu aportación y generosidad 
","P
"
566,"@elenaarnaiz @pruebatmagazine muchas gracias!! feliz día 
","P
"
567,"@Tvecinofavorito Me enamoré de una bruja, dos veces, es que no hay tanto gato so cansino 
","P
"
568,"@InesAlcolea Ves quedándote con los sitios bonitos que hay que ver que en unos meses estoy yo por allí para el SSS 
","N
"
569,"La situación de anoche  La única soltera del grupo 
","N
"
570,"@edmldmv Yo estoy valorando Movistar. Son careros, pero tienen buenas ofertas para el primer año. Y luego ya se verá...  @vodafone_es
","NONE
"
571,"@LauraFreixas @AlainCuenca No se hable mas.  Lo planificamos para setiembre 2017 
","N
"
572,"#BuenosDias a nuestros seguidores. Esperamos que tengáis un viernes excelente y que la paséis rodeados de libros. 
","P
"
573,"@QuirosRuiz @JaviMelero77 @dacebal Con Anelka y Dinho el Sporting causaria conmocio  
","N
"
574,"@VeronicaDM_ guaooo te vas a poner las botas, eh Vero? 
","N
"
575,"@FresasConChoco Muchas gracias  Muy feliz y dulce finde 
","P
"
576,"@SylviLG Preciosa captura  Ya nos toca. Feliz vuelta al reabajo  Muy feliz fin de semana 
","P
"
577,"@lbavi25 yo tampoco la he visto aún pero iré si salgo de la cueva, no puedo resistirme. Te aviso por si no tienes nada mejor que hacer 
","N
"
578,"@AlbaSonrisa22 te compras una base de pizza y le echas tomate natural y 0 grasas y listo 
","NEU
"
579,"Voy a jugar mi primera ranked de 10. Hmm no se si la liaré o no, pero bronce V me espera y mañana jugaré poco o nada, so a jugársela 
","NONE
"
580,"y no es así es así  ay perdona  y AAAAA NO ME HAS INSULTADO POR CORREGIRTE DAME UN ABRAZO PORFA
","N
"
581,"@arketipo la ventaja es que encaja por los dos lados, carga más rápido y transfiere datos más rápido 
","P
"
582,"@leonjorgedotcom My dear, has leído mi mail? #sinpresion 
","N
"
583,"@acr2_ @Yulian_Poe @Pablogorrito Idiota, por algo coherente que dices 
","P
"
584,"@cronopioaustral muy triste  La prensa es lo que es. Un medio oportunista, en muchas ocaciones, que por vender, lo que sea
","N
"
585,"@AlfonRincon @NoxPlayHard @EASPORTSEsp Hace unas assistencias que flipas Messi y pases flipantes 
","P
"
586,"Paola Por que tienes un colgante como esvástica pero mas cuki? Koalau Es un lauburu tía   Ahora la quiero menos
","N
"
587,"@Whoisinbunker De todos modos esta conversación es mejor con un refrigerio delante, tuiter se queda pequeño 
","N
"
588,"@JayrmitTheFrog a mi me gustaba antes. Ahora todo es super cuadrado y feo 
","N
"
589,"¡Gracias a todos los socios que hacéis posible nuestro trabajo!  https://t.co/EkL2Myl30A #FelizViernes https://t.co/uGgGGanK5H
","P
"
590,"Si necesitáis un hater profesional de lo que sea, podéis llamar a @FetoViejo 
","NEU
"
591,"@eduo estamos condicionados por nuestras lecturas  Vienen tiempos gloriosos
","N
"
592,"@osetepolar @salamancaenbici @GanemoSala @FerPablosRomo Es que a Manuel Delgado le da grima el término ""Espacio Público"" 
","P
"
593,"Han aparecido unas niñas jugando a las palmas pERO ESTABAN JUGANDO MAL. MUY MAL.  Esas niñas tambien me caen mal 
","N
"
594,"Entonces era lo ""moderno pero lo interesante es pensar en qué valor tienen hoy las figuras de los acetatos  Disgnóstic semidesfasadas
","P
"
595,"@Reiv0r quiero playa majooo, que en todo el verano no la he pisado asi como dios manda 
","N
"
596,"De verdad ojalá hacerme fotos bonitas 
","P
"
597,"@carogarsi @veraftmnts te mato, mañana por la noche máximo eeh. Te dejo que descanses hoy 
","N
"
598,"@avadadobreva ah wno no es que me pase nada es que cuando el Hype está tan alto y se habla tanto tengo la sensación de que ya la he visto 
","N
"
599,"Que puta mierda estar sin tarjetas gracias al puto banco 
","N
"
600,"@Davisss_10 ajajajajaajjaj hace mucho que no hago snaps graciosos  no estoy inspirada
","P
"
601,"2 horas seguidas sin parar  Me duele la espalda la vida y media 😂😂😂  P sigo recortando  https://t.co/mXAhrRDUIF
","N
"
602,"Quiero un puzzle grandote y bonito para viciarme tras los exámenes... 
","P
"
603,"+ a VOSOTROS, y siempre intento daros bola y responder a vuestras cosas.  Pero bueno, se ve que no es suficiente 
","N
"
604,"@peterpanftlouis jo  hay algunas que estan genial aunq es vd q otras son basura total
","P
"
605,"@OficialTriana triana , Me gustaria saber deti ,  Contacta conmigo cuando puedas!
","NONE
"
606,"He soñado que estaba soñando y me he tenido que despertar dos veces, la mejor experiencia de mi vida 
","P
"
607,"@guerraypaz ¿es una posibilidad remota o una propuesta firme? 
","N
"
608,"@patedeatun tambien es cierto , y deberian de hacer pantalones que no se rompieran por el roce de lis muslos 
","P
"
609,"@patedeatun pero me jode no encontrar un pantalon pitillo que me quede PITILLO , y es horrible porque mi vida son los vaqueros 
","N
"
610,"@OMGisAnimal Tenía pensado jugarlas ahora  Primero a ver si se va un poco el calor y puedo respirar y tal
","N
"
611,"@ananda____ ahora entiendo xq me llaman enfermo mental 
","N
"
612,"@Zarcojonudo @JamesDied_ veo que no te han dado la mala noticia 
","N
"
613,"Este mal no se le deseo a nadie esto es peor que tener fiebre un viernes 
","N
"
614,"@CockMcGuinness @ReebokES @PeiroOscar @lidibodo @Krissy81Ramirez poh como yo  lo divertida que podría ser esa retransmisión!
","P
"
615,"@cleimy Hola! es de fotografía y edición, se va a ver tanto moda como fotografía creativa 
","NONE
"
616,"@HeartStealxr abiso que los de andros son los peores en mi opinión 
","N
"
617,"@piusgasso @RosannaGG @KikojaviGil @JVilladelpratF1 ...""futbolizando"" la afición auitomovilística. 
","N
"
618,"@OscarEJ Juanma es mejor sniper de lo que yo seré nunca 
","NEU
"
619,"Bueno las 10 primeras de overwatch 6 ganadas,1 empate y 3 perdidas 2468 putos que me situa en la liga de oro,no bad 
","P
"
620,"@fernando2punto0 no tengo ni la menor idea de que es todo eso, pero suena a muchos hierros y dolor 
","N
"
621,"@OumaimaSH cuando estés en Salamanca, si tienes pensado visitar Valladolid, me dices y te enseño! 
","P
"
622,"@ItsAlbaPica espero que si te llevo algún dibujín sea mejor que ese  💕💕
","N
"
623,"A mi lo que me intriga de #GH17 es los concursantes, yo digo que habrá todo de chicos viceversos 
","NEU
"
624,"@ana_andrades10 @andreaaav19 q estas hablando tia.. jojojo el dia estara soleado 
","N
"
625,"Y sigan criticandome hablando paja de mi que yo seguiré viajando y dándome la vida que yo quiera. 
","N
"
626,"@AliRunaway @MarinaJoyce7 escríbele cosas bonitas, así no te va a dar ❤️ 
","N
"
627,"@AMiAire3 bufeo a los bombarderos y que arreglen a los putos rammers que salen ilesos, si no no juego 
","P
"
628,"Y lo que se sabe no se preguntan para el dolor de muchos no soy pita soy SCORT  no cobro dos lochas ni doy culo gratis como muchos.
","N
"
629,"Estoy demasiado loca, lo admito, creo que eso es lo que a muchos les gusta de mi. Entonces soy feliz, porque así soy 
","P
"
630,"¿Me podrían recomendar alguna película antigua que les guste?  Muchas gracias 
","NONE
"
631,"@WSJForero @IBSENMARTINEZ ""El anuncio más importante de su vida"" y se lo pisó #Rajoy. Ten amigos para esto. 
","NEU
"
632,"Me rayo mucho con cosas que son una tontería y así de chachi bien me va 
","P
"
633,"Estoy viviendo un drama porque NADIE A COMPRADO TODAVÍA YOGURES NATURALES 
","N
"
634,"@CripxoYT el warr fury es divertido, pruebalo 
","P
"
635,"Mario y luigi en accion   #Funiparty Mano a mano como siempre....… https://t.co/tJllIaFLa6
","P
"
636,"@I_Andueza no sé tío, me imagino que pasados mediados de septiembre 
","P
"
637,"@_Bone_Heimer_ @FrigoAdri @FolagoR Ya ya pero que no me he fijao en que la musica estaba tan alta hasta que lo he exportado 
","N
"
638,"@simondur1981 Uso un movil q demasiado q puedo hacer llamadas y mandar msn 
","N
"
639,"@neeusbf @hxribo a Neus le hace gracia y Neus es una grandísima persona, ayelen, no es una tontería 
","N
"
640,"Realmente, eso no es un conejo, tiene pinta de rata y no es coña 
","N
"
641,"Os creeis q quedan bien los efectos d snap y a mi no m parece así 
","N
"
642,"A ver cuando quedamos y hablamos de lo guapo que es nuestro señor Rajoy que ya toca  @Srkunky
","N
"
643,"Me quiero morir para no tener que aguantar esta puta calor 
","N
"
644,"@ActualidadRT yo besé a una de ellas por encontrar mi movil q ya daba por perdido y lo encajó bien 
","N
"
645,"almenos tu luzu  me haces un poco feliz diciendo eso pero mas si me respondes esto SALUDAME jajajaja  PLS...!
","N
"
646,"Fav si te doy asco y me quieres ver muerto  Haber cuantos somos 
","N
"
647,"Curioso,  en cada jornada de Segunda División - y van 3- se ha dado un 3-3 . Quizá por eso lo de #Liga123 
","N
"
648,"@ElenaRamiroV Porque era el primer semestre y te daba miedo faltar. A ver si este año nos abandonas menos. 
","P
"
649,"@LightDragneel su madre sé suicido y la encontró Chelo muerta 
","NONE
"
650,"En 3 dias se acaba este largo camino de 8 años 
","NEU
"
651,"@NeddlessG me perdí esa encuesta, últimamente estoy mucho menos activo.   Pasad un buen rato en el directo 
","P
"
652,"@gexge_ @fellinis por chueca espero que me lleven ustedes porque nadie quiere ir conmigo 
","N
"
653,"a mi me llegas a poner los cuernos y posiblemente no vivas pa contarlo porque te arranco la puta cabeza 
","N
"
654,"El Día que Nina Simone Dejó de Cantar debería ser best seller por lo menos 
","P
"
655,"@Emilio_GR soy un hombre OCUPADO que no puede estar pendiente de estas cosas 
","N
"
656,"@iortizgascon Estoy perezoso, pero le deseo lo mejor. Como cuando juega la Real en Anoeta 
","P
"
657,"@DanielHWeb pues es egoísmo, insolidaridad, y miedo. Aunque ya sabes que no seré yo el mayor fan de Podemos 
","N
"
658,"@GiorgioJater pero tampoco hace falta abrirlo para hablar 
","P
"
659,"@BisagraDelBrazo mejorate pancetiwi  y cuando quieras hablame (?)
","NONE
"
660,"@CrisGS10 Qué guay tus padres, los míos igual! Si te gusta, lánzate, que es muy bonita 
","N
"
661,"@amabadf mil gracias, Ana! feliz noche, guapa 
","P
"
662,"@Johnsong_96 claro tio tengo que sacar matricula de honor 
","P
"
663,"@gontomar Jajaja... A mí lo que me gusta es información y criterio fiable. Como es el caso.  @SanchezBurgos @christian_bau
","N
"
664,"@VictorYQueMas que te vaya bien por Murcia mala persiana 
","P
"
665,"Lo mejor de que llegue septiembre es siempre la vuelta de @El_Intermedio 
","P
"
666,"@Esthertrek por suerte Diana es peque y todavía es llevable! Habéis hecho bien en ir este año 
","N
"
667,"@SimonPerera @Zathrix Jeje ya. Era por hacer el chiste fácil 
","N
"
668,"em diez días hace dos años desde que elsa tenia el pelo rapado por un lado 
","N
"
669,"Finn Hudson (Glee) -Era un líder -Super cute -Finchel era el otp de la vida -Talentoso -  https://t.co/X7sax8dIUa
","N
"
670,"Recordad seguir a todos los del rol! Técnicamente es una norma que nos sigamos todos mutuamente, así no nos perdemos roles! 
","N
"
671,"Ey @JordiCruz100 me gustaría escuchar #UnMinutoSinDolor, nuevo single promocional de @DulceMaria en #LaMejorVariedadMusical de @CADENA100 
","N
"
672,"Fred y George (HP) -Baes  -Los mejores -Irradian alegria -Fred  -La voz de Jordi Cruz https://t.co/tBZUeFL5UN
","P
"
673,"Mañana empiezo segundo ds bachillerato       Pero me la suda porque el miércoles empiezan las fiesta$$$$
","N
"
674,"Me quedan 2 capítulos de la sexta temporada de PLL, y no quiero acabarla porque sino hasta que doblen la 7 no podré ver nada más 
","P
"
675,"@Oveie VUELVEEEEEEEEEEEEEEEEEE que empiezo clases pasado mañana  tengo horario de mañana y de tarde xdxd
","N
"
676,"Hoy llegamos al medio millón de subs en el 2º canal, buen regalo de cumple no? 
","P
"
677,"Enhorabuena a @luuuucc78  y @AnaGlimlag por sus respectivos aprobados 
","N
"
678,"Soy el unico al que le da mal rollo la gente con gafas de sol? es que no sabes si te está mirando o no y pues 
","N
"
679,"@SltCnmg esa vidilla universitaria que tiene lo hace muy especial y que bien se come cerquita de los canales  #SaltaconHolanda
","P
"
680,"Se busca carter para un Peugeot 307, razón aquí  ... y quizás mas piezas de la parte baja 
","N
"
681,"@feralcazar_ pues te pilla cerquita el Retiro 
","N
"
682,"Éramos pocos... y parió la coneja  Familia numerosa en un momento @ RuralSuite https://t.co/rEZvWZcbBs
","P
"
683,"A partir de ahora tendré los martes libres para ir al @microabiertol8 
","NEU
"
684,"Tenemos que hacer una performance para el viernes, he dicho de adaptar el 'que hases besando a la maldita lisiada??' y no han querido 
","N
"
685,"@skaparateverde_ es un pedazo de disco si lo soportas la primera vez 
","P
"
686,"Voy con demasiados sueños locos. Y demasiados, siempre son pocos  #Yolo #mondaymotivation
","P
"
687,"@gallifantes @defensemlaterra Tu ja ho se, tonta *guiño *guiño *codazo 
","N
"
688,"@DemocritoII Vamos, que nos podríamos pasar doce años discutiendo sobre quien es competente en esa (y muchas otras) materia 
","P
"
689,"@LaBolsaSocial Muchísimas gracias por difundir  ¡Un abrazo!
","P
"
690,"Tengo esa mala costumbre de juzgar a la gente sin conocerla. Debo cambiar y lo haré 
","N
"
691,"@RavlRVara ¡Síguenos porfa! Tenemos que decirte una cosa 
","N
"
692,"Bueno, vídeos de hoy programados, estoy motivado con youtube, el descanso me ha sentado genial 
","P
"
693,"@MIAREsproject Joe me he perdido el directo y ahora no de puede ver 
","N
"
694,"@SrGraimito estas finisimo esta tarde vete a hacer tests 
","P
"
695,"@CFOAlbaAlicante @TamySweetC va tamara bonica que yo ya te he desbloqueado 
","P
"
696,"@Nomemiretonto @rodrigocor7es Pues espera a verla entera. Va a entrar a tus favoritos de cabeza 
","N
"
697,"@porporaporpita justo compré el otro día la de coco en @pprimor de la calle pelayo en Barcelona 
","N
"
698,"@GrupoAvantia mi mujer trabajó allí un año, asi que esa fachada me es muy familiar 
","N
"
699,"@JaviMonsterr chiqui, chill con el colacao que me estás poniendo nerviosa con tanto grito de mayúscula 
","N
"
700,"Hoy es un día triste para los isports  ¿Alguien sabe que ha pasado? https://t.co/FhzZhTe5AN
","N
"
701,"Me cago en la puta ola de calor que está haciendo  haber si nos morimos 
","N
"
702,"@Koosinero me suena dice, solo me sirve quien la haya visto entera 
","NEU
"
703,"Igual tengo 80 de fiebre .. pero aquí sigo .. moribundo .. pero sigo ..  #quemalitoestoyy
","N
"
704,"Todos los mosquitos que no me han picado durante el verano me picaron ayer 
","N
"
705,"Martita guapa verde Brandon  Se que no pega la foto pero  https://t.co/HtNc1flEEq
","P
"
706,"Este año la quiniela perfecta de los mundiales da como premio las 3 skins definitivas, interesante... 
","P
"
707,"Planificando lo nuevo ..... pronto más información   opoyando talento nuevo @PastorGirones @danzalibros @LavapiesTeatros
","N
"
708,"Por favor mañana me dan la nota del examen sacadme de casa una ultima vez 
","NEU
"
709,"@LaserPani No  No sé ni que es eso yo solo estaba escuchando el álbum que compré hoy 
","N
"
710,"@ithaisa_sm Personalmente, lo que me digan los expertos, como @Midietacojea , y esté basado en la evidencia... Va a misa 
","N
"
711,"Pili verde agua Shawn Mendes  Se que no pega ni con cola pero no encontre otra  https://t.co/4Q3tQxY0X0
","N
"
712,"@victor_garrote @hoyCinema yo tmb estoy confusa porque me da que será una castaña  #unapena
","N
"
713,"@AngryEsmeralda Snif  El curso empezaba hoy y yo tengo un rol con Jane. He puesto que Yu se ha sentado a su lado, ¿te importa?
","N
"
714,"@kingbooks181 enhorabuena! Te enviaremos una botella de #LariosDryGin para que puedas disfrutar cómo más te guste  Envíanos un PM
","NONE
"
715,"@ladywolffcom sí, es que justo no se qué ver, y por si al menos de lo mala que es me reía algo 
","N
"
716,"@JuanBotarga modelo gimnasio, cuadrados y con patejas super finas 
","P
"
717,"@salsadechiles Debió decirlo! No le parece chirriante que sea igual al texto de 7 Caníbales? Se lo digo desde el respeto. 
","N
"
718,"un poquito de musica para esta calurosa noche!  https://t.co/cgbLFjKk9I  some music for this hot night! 
","N
"
719,"Hace poquito este dibujo cumplió 3 años   #Gaara #naruto #Anime https://t.co/WhjXtFImnh
","P
"
720,"¿y por qué con el morado o azul no pasa lo mismo? sería genial cagar de colores 
","N
"
721,"Segunda sesión del día y ahora ya voy notando la adaptación    Muy cómodo  En ocasiomes hago… https://t.co/niZORTWFvD
","P
"
722,"Me gustaría que Movistar no me deje colgado sin internet después de haberme ido de Orange 
","N
"
723,"@ChioUyuni dile a Alex que hay aceites para cuando te duchas que arreglan la piel como los ""codos"", ahora los tengo finísimos 
","NONE
"
724,"@caosasumido ya lo sé, pero tendrás que pedir una llave nueva y esta vez hacer un duplicado 
","P
"
725,"@GamerMechitas Lo de Mario Kart es un poco raro, como está en un movil... Peró, quizás me lo descargue 
","N
"
726,"@radfeminazi @akapedrin @artslouisa a lo mejor lo he leído y después me he acordado y lo he puesto no lo sé de verdad 
","N
"
727,"Mi padre está poniendo la música más alta que yo, esto no puede ser 
","P
"
728,"La gente que te llama pequeña y solo te llevas un año?????? De que vais????? 
","N
"
729,"@Sofiaallorente (+) de la dieta habitual de nuestra cultura! No es contradecirse,son intereses diferentes, y son perfectamente coherentes 
","NONE
"
730,"@Gafapazta 😂😂😂 Los espacios que dejan pra esribir las ciudades es bastante corto 
","P
"
731,"Sabes q has madurado, cuando lo mejor de ti solo lo compartes con quien se lo merece. 
","P
"
732,"Venga.. en el próximo tweet os muestro el equipo con el que haré el Modo Carrera en FIFA 17 
","NONE
"
733,"@biogeodani Ya está enviado  por cierto, la PD hace referencia a un pequeño paréntesis que no tiene nada que ver con esto😂😂😂
","P
"
734,"@PiniFiux hablamos de lo que quieras  si, automatizar todo el proceso en plan automata
","NEU
"
735,"@SanchezBurgos Suelo leer críticas muy diversas de ese lugar. Me quedo con la suya.  @christian_bau
","N
"
736,"@RutsKai nop, la paja me la haré cuando cuele el haberlas 
","P
"
737,"@JorgePeryim Jajaja!! No veo el momento de entrar en vuestro juego y resultar mínimamente competitivo... 
","N
"
738,"@Ivy_Flar la líder de las Gerudo? Podría ser aunque en bonito 
","P
"
739,"@JorgeHelper Gracias a la dirección por la buena organización 
","P
"
740,"@Jackiesqueleto ayyy pero  que genial, quiero que vengas ya 
","P
"
741,"@Juancarlosroldn Por cierto, encantado de conocerte virtualmente  Tenemos a @RafaRodrigoZ en común. Saludetes.
","P
"
742,"Molaba más editar con gimp, quedaba el triple de cutre 
","N
"
743,"@JMLlido luego vas de izquierdoso. Pobre obrero 
","N
"
744,"Vale mi cuenta de Twitter a llegado a lo mejor, me sigue una psicóloga cristiana 
","P
"
745,"Últimamente estoy  y no me gusta estar  debería estar  pero no puedo estar  porque estoy  y eso me hace estar más  sabéis 
","N
"
746,"@Jenn_Antichrist Mis chistes son tan malos que pegan a los chistes pequeñitos 
","N
"
747,"@JSR__89 @MuchapichaGP cuando lo veo siempre le digo que en Twitter gusta a muchos!  Ojalá accederia porque para Dani sería muy bueno
","P
"
748,"Desde que he vuelto a mi casa se llevan todos bien porque cada vez que pasa algo me echan la culpa a mí y se quedan tan tranquilos 
","N
"
749,"@IvanMiguez_ LOL miguez tu eres guapo no le hagas ni caso no ves que es VASCA y alli NO SE FOLLA pero no es culpa tuya 
","N
"
750,"Supongo que las preocupaciones forman parte de ser adulto 
","P
"
751,"@UnNegocioUnaWeb ¡Gracias por tan buenos consejos en vuestros cursos! 
","P
"
752,"@sanxc subi videos a mi canal  Y estan en la estanteria todos juntitos y cerraditos  A ver cuando salgan los nuevos...
","P
"
753,"@Herbalifepadel @HolaPadelLeague... Una gran competición, que aún tiene muchas sorpresas por delante para sus participantes 
","P
"
754,"Pero como no tengo una puta mierda en común pues nadie me mete para ningún grupo ni nada, claro 
","N
"
755,"@sixjoan @realmadrid bienvenido al lugar en el que una bufanda nunca sobra 
","NONE
"
756,"Si veis a dos personas tiradas en el suelo de camino al polideportivo de aluche, somos @XoFAIL y yo sufrien2 por el calor 
","N
"
757,"@esdesignbcn hola! quiero contactar con vosotros, pero el formulario de contacto no va en la web. 
","NONE
"
758,"yo toda convencida de que empezaba el lunes que viene las clases y NO, empiezo en tres días 
","NONE
"
759,"Lo gracioso va a ser cuando llegue el 11 a Madrid y no pueda dormir porque tendré el horario cambiado 
","N
"
760,"Tenemos nueva actualizacion en F1 2016! Muchos cambios y mejoras   https://t.co/5P5jk3qwrB
","P
"
761,"Madrid tiene un calor especial hoy. Especialmente hijo de puta 
","N
"
762,"He leído la culta y muy divertida novela #RegaloDeReyes. He disfrutado mucho. Spoile los reyes (no) son los padres  @jzamorabonilla
","N
"
763,"Que ganas tengo de volver a disfruta pronto de él y que lejano lo veo    #SiNoEstás4días
","P
"
764,"@COOLMODcom buenas tardes, si fuese posible actualizar el presupuesto con las indicaciones que he dejado en la consulta #296798  Gracias 
","NONE
"
765,"@MandyMikan Cuando veas una que te guste de color no negro tell me 
","NONE
"
766,"@alfredoduro1 @Elpurpleweekend qué grande eres Alfredo. Soy de los pocos que te sigue por tu buen gusto musical. 
","P
"
767,"Que agusto se queda una después del Circuito termolúdico de  @balneariohermid 
","NEU
"
768,"@fatishaaban @ilusdelus jajaja espero que lo hayas disfrutado!! Bienvenida a Twitter 
","N
"
769,"@Marta_esc Ah, pero que no te han rajado literal   Ten cuidado y desinfectate por si acaso.
","NONE
"
770,"Lo peor es que en mi instituto solo hay plazas para bachillerato de ciencias o ciencias sociales justo lo que no quiero 
","N
"
771,"@oJCRo como le gusta la política invalidamos cualquier opinión.  Eso es aún más infantil que su edad 
","N
"
772,"Con este día, cuatro y el tambor en la playa. Qué mala es la vuelta a la rutina para algunos... 
","N
"
773,"Esta tarde me compro el primer libro de Biblioteca Mitológica que sólo cuesta 2€. Ya los demás no que son casi 10€ 
","NEU
"
774,"@HeartlessDoll98  pues mañana sales por la noche es solucionao'
","N
"
775,"Creo que cuando llegue al penúltimo capítulo de la serie y lo termine no voy a querer ver el último porque no quiero que se acabe 
","N
"
776,"Un gilipollas se me ha cruzado entero en una rotonda  y ya le estaba viendo que lo iba a hacer
","N
"
777,"@IreeneQuintana la mitología de por sí es maravillosa 😍 pero es tan cara la colección  y son 60 tomos 😫
","N
"
778,"lo q mas odio de ir al centro es cuando cojo el bus sola  vaya aburrimiento me siento sola
","N
"
779,"esque to da calor y encima las cosas que me quedan flama estan sucias 
","N
"
780,"@akramgr yo lo tengo más fácil، tan simple como ir a la comisaría más próxima 
","N
"
781,"@SKRLaParking Mi ciudad bonitaa llena de nieve fijo  , gracias, es que pensaba que solo estaba en netflix 
","P
"
782,"@__Nigma__ me tiene un pelin preocupada. Pero es que soy una paranoica, ya lo sabéis 
","NONE
"
783,"@kraulot si trabajas de autónomo vale, pero precios para conseguir los 20 Gb, yoigo es lo más barato y yo sin eso muero en Asturias 
","N
"
784,"@jongaBet después solo usuarios en inglés, y hace poco a todo el mundo  ¡Gracias por el aviso!
","NEU
"
785,"Deja de hacerte tantas fotos porque así es imposible que mi icon me dure 2 días @SoniaSweetC 
","N
"
786,"Bueno y en otro orden de cosa el tren SE RETRASA (qué raro EH @Renfe?'?''?) pero salimos ya  que depresión cada vez joder  💔
","N
"
787,"¿Cuándo se dará cuenta Apple que su navegador #safari no es competitivo sin extensiones?. MOZ no tiene extensiones para safari 
","NONE
"
788,"@arribaM80 yupiiiiiiiiiiiiiiiiiiiiiiiiiiiii!!!!! es que no os puedo escuchar todo el programa y así os disfruto en mis ratos libres. 
","P
"
789,"@mackiabel @controladores esa es ground speed, ahi le influye el viento en cola que debia tener el avion, saludos 
","N
"
790,"le he estado dando vueltas todo el rato al tema de dongwoo  espero que haya sido decisión propia
","N
"
791,"Se me a escapao un dragonite y arcanie sin nivel con bayas frambu y superball 
","N
"
792,"@elenganche @izuzquiza @SpainMediaRadio Mucha suerte en esta nueva aventura a @elenganchejd. Escucharemos atentos 
","N
"
793,"@somosyoigo Vaya chufa, ayer me llegó el link para pedir el bono y ahora mismo no me funciona 
","N
"
794,"@deshalott bueno, en cine y TV vende pintar a las discográficas como los malos.  Se convive con ello. 
","N
"
795,"espero que hayas tenido un buen cumple después de todo... se te extrañaba, me haces feliz  @Srcheeto
","P
"
796,"@jabalkon Me sabía la versión femenina  Mujer refranera...mujer puñetera... 
","N
"
797,"¡¡Entramos en el mes de septiembre con las pilas cargadas!! Bienvenidos de nuevo a vuestra clínica dental de confianza 
","P
"
798,"Quiero colgar mi primero video de Youtube pero no tengo tiempo jaja     .
","N
"
799,"@mismuertxs ¡Están muy buenos! Seguro que te suben el ánimo 
","P
"
800,"@DangM3 @noepc esta semana me ha ocurrido, tienes razón, por eso acudo a la que sabe de otra temática 
","N
"
801,"@iipatriix Me dicen que muerda más fuerte, lo siento, yo tendré que hacerles caso 
","N
"
802,"@KafkaColourless eso me lo decías hace un año y medio pero en otro contexto 
","N
"
803,"Queremos mas temporadas de Scream!! @NetflixES Sabeis si va a haber una tercera o la abandonan ya 
","N
"
804,"Alicante 36,5°C a la sombra. Que bien voy a estar los primeros días de clase. 
","N
"
805,"@ibicenco07 es una sesion de clasicos! para eso tienes esta sesion   https://t.co/cgbLFjKk9I  y yo soy be lo que quiero  un abrazo!
","P
"
806,"@WaterMoves AHORA PORQUE NO ESTÁ MISTY SINOOOOOOOOOOOO Además Ash tiene un colgante de Misty 
","N
"
807,"@ManuShooter69 @WaterMoves Además cuando dice que se casaría con Ash  o cuando visten de yukata juntos en el festival ayy
","NONE
"
808,"@Blanca3815 ¡muchísimas gracias Blanca! La verdad es que es un plato fácil pero muy rico y vistoso 
","N
"
809,"@eit1mx @matiass No ha salido un iPhone que requiera un adaptador aún así que aún ninguno incluye nada así 
","N
"
810,"@noepc hoy estoy cansado. Le pregunto a la conocedora del mundo del cine si puede recomendarme una película para ""despertarme"". Gracias 
","N
"
811,""" Para pasar un día complicado, lo mejor un buen bocado! ""   #FelizLunes #AtariSS #Donosti https://t.co/iG52ZSSbqY https://t.co/xAEIxS4vpJ
","P
"
812,"@FrewtwoJ y me dices cual es  Maldita gentuza envidiosa, que dejen de denunciar sin sentido ¬¬
","N
"
813,"@FEED_eSports Los equipos son igual de serios que en la liga que juegan 
","N
"
